Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,R1,R2,reference_sequence,project_name,condition_name,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,notes,Title,Condition,additional_notes
SRX2568052,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263930,SRP100071,PRJNA375077,375077,SRS1984426,SAMN06342408,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710444,6342408,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,gigB,WT,AB5075-UW del_gigB,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568053,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263931,SRP100071,PRJNA375077,375077,SRS1984425,SAMN06342407,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710445,0,0,28264991,6342407,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_gigA,WT,AB5075-UW del_gigA,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568054,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263932,SRP100071,PRJNA375077,375077,SRS1984427,SAMN06342406,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710446,6342406,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_gigA,WT,AB5075-UW del_gigA,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568055,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263933,SRP100071,PRJNA375077,375077,SRS1984428,SAMN06342405,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710447,0,0,28264991,6342405,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_gigA,WT,AB5075-UW del_gigA,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568056,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263934,SRP100071,PRJNA375077,375077,SRS1984429,SAMN06342404,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710448,6342404,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,gigA,WT,AB5075-UW del_gigA,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568057,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263935,SRP100071,PRJNA375077,375077,SRS1984430,SAMN06342403,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710449,0,0,28264991,6342403,AB5075-UW,0,0,0,0,AB5075_gigAB,gigA,WT,AB5075-UW del_gigA,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568058,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263936,SRP100071,PRJNA375077,375077,SRS1984431,SAMN06342402,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710450,6342402,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,gigA,WT,AB5075-UW del_gigA,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568059,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263937,SRP100071,PRJNA375077,375077,SRS1984432,SAMN06342401,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710451,0,0,28264991,6342401,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_WT,WT,AB5075-UW,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568060,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263938,SRP100071,PRJNA375077,375077,SRS1984433,SAMN06342400,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710452,6342400,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_WT,WT,AB5075-UW,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568061,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263939,SRP100071,PRJNA375077,375077,SRS1984434,SAMN06342399,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710453,0,0,28264991,6342399,AB5075-UW,0,0,0,0,AB5075_gigAB,kan_WT,WT,AB5075-UW,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568062,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263940,SRP100071,PRJNA375077,375077,SRS1984435,SAMN06342398,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710454,6342398,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,WT,WT,AB5075-UW,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568063,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263941,SRP100071,PRJNA375077,375077,SRS1984436,SAMN06342397,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710455,6342397,0,28264991,0,AB5075-UW,0,0,0,0,AB5075_gigAB,WT,WT,AB5075-UW,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX2568064,2/22/17 4:08,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5263942,SRP100071,PRJNA375077,375077,SRS1984437,SAMN06342396,SRA538470,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,UNIVERSITY OF CHICAGO,0,0,3710456,0,0,28264991,6342396,AB5075-UW,0,0,0,0,AB5075_gigAB,WT,WT,AB5075-UW,LB,0,0,0,0,0,0,0,0,0,0,0,0
SRX3141471,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985510,SRP116331,PRJNA400082,400082,SRS2474214,SAMN07562384,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437245,7562384,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,AV-T/vector,VIR-O/vector,AB5075.UW AV-T/vector ,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX3141472,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985509,SRP116331,PRJNA400082,400082,SRS2474215,SAMN07562376,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437246,0,0,29693659,7562376,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/vector,VIR-O/vector,AB5075.UW VIR-O/vector,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX3141473,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985508,SRP116331,PRJNA400082,400082,SRS2474216,SAMN07562377,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437247,7562377,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/vector,VIR-O/vector,AB5075.UW VIR-O/vector,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX3141474,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985507,SRP116331,PRJNA400082,400082,SRS2474217,SAMN07562378,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437248,0,0,29693659,7562378,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/vector,VIR-O/vector,AB5075.UW VIR-O/vector ,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX3141475,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985506,SRP116331,PRJNA400082,400082,SRS2474218,SAMN07562379,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437249,7562379,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/1645,VIR-O/vector,AB5075.UW VIR-O/1645,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX3141476,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985505,SRP116331,PRJNA400082,400082,SRS2474267,SAMN07562380,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437250,0,0,29693659,7562380,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/1645,VIR-O/vector,AB5075.UW VIR-O/1645,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX3141477,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985504,SRP116331,PRJNA400082,400082,SRS2474219,SAMN07562381,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437251,7562381,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,VIR-O/1645,VIR-O/vector,AB5075.UW VIR-O/1645,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX3141478,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985503,SRP116331,PRJNA400082,400082,SRS2474220,SAMN07562383,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437252,0,0,29693659,7562383,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,AV-T/vector,VIR-O/vector,AB5075.UW AV-T/vector ,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX3141479,1/31/18 0:52,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR5985502,SRP116331,PRJNA400082,400082,SRS2474221,SAMN07562382,SRA603287,RNA-Seq,other,TRANSCRIPTOMIC,0,EMORY UNIVERSITY,0,0,4437253,7562382,0,29693659,0,AB5075.UW,0,0,0,0,AB5075_VIR-O_AV-T,AV-T/vector,VIR-O/vector,AB5075.UW AV-T/vector ,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488546,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624653,SRP155796,PRJNA483526,483526,SRS3612258,SAMN09742705,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080307,0,0,31728201,9742705,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,planktonic,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488547,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624652,SRP155796,PRJNA483526,483526,SRS3612259,SAMN09742704,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080308,9742704,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,planktonic,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488548,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624651,SRP155796,PRJNA483526,483526,SRS3612260,SAMN09742707,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080309,0,0,31728201,9742707,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,biofilm,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488549,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624650,SRP155796,PRJNA483526,483526,SRS3612261,SAMN09742706,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080310,9742706,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,planktonic,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488550,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624649,SRP155796,PRJNA483526,483526,SRS3612262,SAMN09742709,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080311,0,0,31728201,9742709,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,biofilm,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488551,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624648,SRP155796,PRJNA483526,483526,SRS3612263,SAMN09742708,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080312,9742708,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,biofilm,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488552,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624647,SRP155796,PRJNA483526,483526,SRS3612264,SAMN09742711,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080313,0,0,31728201,9742711,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,cip_biofilm,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488553,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624646,SRP155796,PRJNA483526,483526,SRS3612265,SAMN09742710,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080314,9742710,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,cip_biofilm,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488554,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624645,SRP155796,PRJNA483526,483526,SRS3612266,SAMN09742713,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080315,0,0,31728201,9742713,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,tet_biofilm,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488555,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624644,SRP155796,PRJNA483526,483526,SRS3612267,SAMN09742712,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080316,9742712,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,cip_biofilm,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488556,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624643,SRP155796,PRJNA483526,483526,SRS3612268,SAMN09742715,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080317,0,0,31728201,9742715,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,tet_biofilm,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX4488557,8/30/19 0:28,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,NextSeq 500,SRR7624642,SRP155796,PRJNA483526,483526,SRS3612269,SAMN09742714,SRA748252,RNA-Seq,unspecified,TRANSCRIPTOMIC,0,MACQUARIE UNIVERSITY,0,0,6080318,9742714,0,31728201,0,AB5075-UW,0,0,0,0,AB5075_biofilm+abx,tet_biofilm,planktonic,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX5930997,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157919,SRP199829,PRJNA545412,545412,SRS4844206,SAMN11891238,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959578,GSE131943,GSM3831338,31658418,11891238,AB5075-UW,0,0,0,0,AB5075_Zinc,Control,Control,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX5930998,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157920,SRP199829,PRJNA545412,545412,SRS4844207,SAMN11891237,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959579,11891237,GSE131943,31658418,0,AB5075-UW,0,0,0,0,AB5075_Zinc,Control,Control,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX5930999,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157921,SRP199829,PRJNA545412,545412,SRS4844208,SAMN11891236,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959580,GSE131943,GSM3831340,31658418,11891236,AB5075-UW,0,0,0,0,AB5075_Zinc,Control,Control,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX5931000,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157922,SRP199829,PRJNA545412,545412,SRS4844209,SAMN11891235,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959581,11891235,GSE131943,31658418,0,AB5075-UW,0,0,0,0,AB5075_Zinc,Zinc,Control,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX5931001,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157923,SRP199829,PRJNA545412,545412,SRS4844210,SAMN11891234,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959582,11891234,GSE131943,31658418,0,AB5075-UW,0,0,0,0,AB5075_Zinc,Zinc,Control,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX5931002,11/1/19 16:18,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR9157924,SRP199829,PRJNA545412,545412,SRS4844211,SAMN11891233,SRA891917,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7959583,11891233,GSE131943,31658418,0,AB5075-UW,0,0,0,0,AB5075_Zinc,Zinc,Control,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX8696864,8/10/20 15:55,470,Acinetobacter baumannii,470,1236,470,Acinetobacter baumannii,PAIRED,ILLUMINA,Illumina MiSeq,SRR12182314,SRP271064,PRJNA645064,645064,SRS6974753,SAMN15489512,SRA1096728,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,11318490,15489512,GSE154070,32858760,0,AB5075,parent,0,0,0,AB5075_adeBIJK,WT,WT,AB5075-UW,0,0,0,0,0,0,0,0,0,0,0,0,0
